pathway,context,rank,total_hits_for_cell,pmid,title,pubdate,journal,doi,publication_types,is_primary,relevance_score,ev_hit,context_hit,pathway_hit,mechanistic_hit,screen_decision,abstract
Sphingolipid/Ceramide,tumor_metastasis,10,39,35524452,Lipidomic profiling of exosomes from colorectal cancer cells and patients reveals potential biomarkers.,2022 Jul,Molecular oncology,10.1002/1878-0261.13223,"Journal Article; Research Support, Non-U.S. Gov't",True,4,True,True,True,True,include_primary_high,"Strong evidence suggests that differences in the molecular composition of lipids in exosomes depend on the cell type and has an influence on cancer initiation and progression. Here, we analyzed by liquid chromatography-mass spectrometry (LC-MS) the lipidomic signature of exosomes derived from the human cell lines normal colon mucosa (NCM460D), and colorectal cancer (CRC) nonmetastatic (HCT116) and metastatic (SW620), and exosomes isolated from the plasma of nonmetastatic and metastatic CRC patients and healthy donors. Analysis of this exhaustive lipid study highlighted changes in some molecular species that were found in the cell lines and confirmed in the patients. For example, exosomes from primary cancer patients and nonmetastatic cells compared with healthy donors and control cells displayed a common marked increase in phosphatidylcholine (PC) 34 : 1, phosphatidylethanolamine (PE) 36 : 2, sphingomyelin (SM) d18 : 1/16 : 0, hexosylceramide (HexCer) d18 : 1/24 : 0 and HexCer d18 : 1/24 : 1. Interestingly, these same lipids species were decreased in the metastatic cell line and patients. Further, levels of PE 34 : 2, PE 36 : 2, and phosphorylated PE p16 : 0/20 : 4 were also significantly decreased in metastatic conditions when compared to the nonmetastatic counterparts. The only molecule species found markedly increased in metastatic conditions (in both patients and cells) when compared to controls was ceramide (Cer) d18 : 1/24 : 1. These decreases in lipid species in the extracellular vesicles might reflect function-associated changes in the metastatic cell membrane. Although these potential biomarkers need to be validated in a larger cohort, they provide new insight toward the use of clusters of lipid biomarkers rather than a single molecule for the diagnosis of different stages of CRC."
Sphingolipid/Ceramide,tumor_metastasis,11,39,39528907,Dual-Synergistic Nanomodulator Alleviates Exosomal PD-L1 Expression Enabling Exhausted Cytotoxic T Lymphocytes Rejuvenation for Potentiated iRFA-Treated Hepatocellular Carcinoma Immunotherapy.,2024 Nov 26,ACS nano,10.1021/acsnano.4c11257,"Journal Article; Research Support, Non-U.S. Gov't",True,4,True,True,True,True,include_primary_high,"The tumor immunosuppressive microenvironment (TME) induced by incomplete radiofrequency ablation (iRFA) in hepatocellular carcinoma (HCC) is a critical driver of tumor progression and metastasis. Herein, we proposed a therapeutic strategy aimed at remodeling the post-iRFA TME by targeting exosome biogenesis, secretion, and PD-L1 expression, thereby rejuvenating cytotoxic T lymphocyte function to mitigate the progression and metastasis of HCC. Leveraging the versatile properties of polydopamine nanomodulators, we have engineered a tailored delivery platform for GW4869 and amlodipine (AM), enabling precise and tumor-specific release of these therapeutic agents. Initially, GW4869, a neutral sphingomyelinase inhibitor, synergized with AM, an intracellular calcium modulator, to suppress exosome biogenesis and secretion. Subsequently, AM triggered the autophagic degradation of PD-L1."
Sphingolipid/Ceramide,tumor_metastasis,12,39,37245564,Activation of Sphingomyelin Phosphodiesterase 3 in Liver Regeneration Impedes the Progression of Colorectal Cancer Liver Metastasis Via Exosome-Bound Intercellular Transfer of Ceramides.,2023,Cellular and molecular gastroenterology and hepatology,10.1016/j.jcmgh.2023.05.007,"Journal Article; Research Support, Non-U.S. Gov't",True,4,True,True,True,True,include_primary_high,"The machinery that prevents colorectal cancer liver metastasis (CRLM) in the context of liver regeneration (LR) remains elusive. Ceramide (CER) is a potent anti-cancer lipid involved in intercellular interaction. Here, we investigated the role of CER metabolism in mediating the interaction between hepatocytes and metastatic colorectal cancer (CRC) cells to regulate CRLM in the context of LR. Mice were intrasplenically injected with CRC cells. LR was induced by 2/3 partial hepatectomy (PH) to mimic the CRLM in the context of LR. The alteration of corresponding CER-metabolizing genes was examined. The biological roles of CER metabolism in vitro and in vivo were examined by performing a series of functional experiments. Induction of LR augmented apoptosis but promoted matrix metalloproteinase 2 (MMP2) expression and epithelial-mesenchymal transition (EMT) to increase the invasiveness of metastatic CRC cells, resulting in aggressive CRLM. Up-regulation of sphingomyelin phosphodiesterase 3 (SMPD3) was determined in the regenerating hepatocytes after LR induction and persisted in the CRLM-adjacent hepatocytes after CRLM formation. Hepatic Smpd3 knockdown was found to further promote CRLM in the context of LR by abolishing mitochondrial apoptosis and augmenting the invasiveness in metastatic CRC cells by up-regulating MMP2 and EMT through promoting the nuclear translocation of β-catenin. Mechanistically, we found that hepatic SMPD3 controlled the generation of exosomal CER in the regenerating hepatocytes and the CRLM-adjacent hepatocytes. The SMPD3-produced exosomal CER critically conducted the intercellular transfer of CER from the hepatocytes to metastatic CRC cells and impeded CRLM by inducing mitochondrial apoptosis and restricting the invasiveness in metastatic CRC cells. The administration of nanoliposomal CER was found to suppress CRLM in the context of LR substantially. SMPD3-produced exosomal CER constitutes a critical anti-CRLM mechanism in LR to impede CRLM, offering the promise of using CER as a therapeutic agent to prevent the recurrence of CRLM after PH."
Sphingolipid/Ceramide,tumor_metastasis,13,39,30149660,"Ceramide Metabolism Balance, a Multifaceted Factor in Critical Steps of Breast Cancer Development.",2018 Aug 26,International journal of molecular sciences,10.3390/ijms19092527,Journal Article; Review,False,4,True,True,True,True,include_contextual,"Ceramides are key lipids in energetic-metabolic pathways and signaling cascades, modulating critical physiological functions in cells. While synthesis of ceramides is performed in endoplasmic reticulum (ER), which is altered under overnutrition conditions, proteins associated with ceramide metabolism are located on membrane arrangement of mitochondria and ER (MAMs). However, ceramide accumulation in meta-inflammation, condition that associates obesity with a chronic low-grade inflammatory state, favors the deregulation of pathways such as insulin signaling, and induces structural rearrangements on mitochondrial membrane, modifying its permeability and altering the flux of ions and other molecules. Considering the wide biological processes in which sphingolipids are implicated, they have been associated with diseases that present abnormalities in their energetic metabolism, such as breast cancer. In this sense, sphingolipids could modulate various cell features, such as growth, proliferation, survival, senescence, and apoptosis in cancer progression; moreover, ceramide metabolism is associated to chemotherapy resistance, and regulation of metastasis. Cell⁻cell communication mediated by exosomes and lipoproteins has become relevant in the transport of several sphingolipids. Therefore, in this work we performed a comprehensive analysis of the state of the art about the multifaceted roles of ceramides, specifically the deregulation of ceramide metabolism pathways, being a key factor that could modulate neoplastic processes development. Under specific conditions, sphingolipids perform important functions in several cellular processes, and depending on the preponderant species and cellular and/or tissue status can inhibit or promote the development of metabolic and potentially breast cancer disease."
Sphingolipid/Ceramide,tumor_metastasis,14,39,33727076,"Regulation of cell growth, survival and migration by ceramide 1-phosphate - implications in lung cancer progression and inflammation.",2021 Jul,Cellular signalling,10.1016/j.cellsig.2021.109980,"Journal Article; Research Support, Non-U.S. Gov't; Review",False,4,True,True,True,True,include_contextual,"Ceramide 1-phosphate (C1P) is a bioactive sphingolipid that is implicated in the regulation of vital cellular functions and plays key roles in a number of inflammation-associated pathologies. C1P was first described as mitogenic for fibroblasts and macrophages and was later found to promote cell survival in different cell types. The mechanisms involved in the mitogenic actions of C1P include activation of MEK/ERK1-2, PI3K/Akt/mTOR, or PKC-α, whereas promotion of cell survival required a substantial reduction of ceramide levels through inhibition of serine palmitoyl transferase or sphingomyelinase activities. C1P and ceramide kinase (CerK), the enzyme responsible for its biosynthesis in mammalian cells, play key roles in tumor promotion and dissemination. CerK-derived C1P can be secreted to the extracellular milieu by different cell types and is also present in extracellular vesicles. In this context, whilst cell proliferation is regulated by intracellularly generated C1P, stimulation of cell migration/invasion requires the intervention of exogenous C1P. Regarding inflammation, C1P was first described as pro-inflammatory in a variety of cell types. However, cigarette smoke- or lipopolysaccharide-induced lung inflammation in mouse or human cells was overcome by pretreatment with natural or synthetic C1P analogs. Both acute and chronic lung inflammation, and the development of lung emphysema were substantially reduced by exogenous C1P applications, pointing to an anti-inflammatory action of C1P in the lungs. The molecular mechanisms involved in the regulation of cell growth, survival and migration with especial emphasis in the control of lung cancer biology are discussed."
Sphingolipid/Ceramide,tumor_metastasis,15,39,35289120,Tumor Derived Extracellular Vesicles Drive T Cell Exhaustion in Tumor Microenvironment through Sphingosine Mediated Signaling and Impacting Immunotherapy Outcomes in Ovarian Cancer.,2022 May,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",10.1002/advs.202104452,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",True,4,True,True,True,True,include_primary_high,"SPHK1 (sphingosine kinase-1) catalyzes the phosphorylation of sphingosine to sphingosine-1-phosphate (S1P), is found to be highly expressed in solid tumors. Here, extracellular vesicles (EVs) are identified as the key transporters of SPHK1 to the tumor microenvironment. Consequently, SPHK1-packaged EVs elevate S1P levels in the tumor microenvironment, where S1P appears as an immunosuppressive agent. However, the exact mechanism of how S1P mediates its immunosuppressive effects in cancer is not understood. It is investigated that S1P can induce T cell exhaustion. S1P can also upregulate programmed death ligand-1 (PDL-1) expression through E2F1-mediated transcription. Notably, an SPHK1 inhibitor PF543 improves T cell-mediated cytotoxicity. Furthermore, combining PF543 with an anti-PD-1 antibody reduces tumor burden and metastasis more effectively than PF543 alone in vivo. These data demonstrate a previously unrecognized mechanism of how SPHK1-packaged EVs contribute to the progression of ovarian cancer and thus present the potential clinical application of inhibiting SPHK1/S1P signaling to improve immune checkpoint blockage (anti-PD-1 antibody) therapy in ovarian cancer."
Sphingolipid/Ceramide,tumor_metastasis,16,39,34152672,PDL1-positive exosomes suppress antitumor immunity by inducing tumor-specific CD8(+) T cell exhaustion during metastasis.,2021 Sep,Cancer science,10.1111/cas.15033,Journal Article,True,3,True,True,False,True,include_contextual,Metastasis is the main cause of death in individuals with cancer. Immune checkpoint blockade (ICB) can potentially reverse CD8
Sphingolipid/Ceramide,tumor_metastasis,17,39,36983060,Neuronal Prosurvival Role of Ceramide Synthase 2 by Olidogendrocyte-to-Neuron Extracellular Vesicle Transfer.,2023 Mar 22,International journal of molecular sciences,10.3390/ijms24065986,Journal Article,True,3,True,False,True,True,exclude_low_relevance,"Ageing is associated with notorious alterations in neurons, i.e., in gene expression, mitochondrial function, membrane degradation or intercellular communication. However, neurons live for the entire lifespan of the individual. One of the reasons why neurons remain functional in elderly people is survival mechanisms prevail over death mechanisms. While many signals are either pro-survival or pro-death, others can play both roles. Extracellular vesicles (EVs) can signal both pro-toxicity and survival. We used young and old animals, primary neuronal and oligodendrocyte cultures and neuroblastoma and oligodendrocytic lines. We analysed our samples using a combination of proteomics and artificial neural networks, biochemistry and immunofluorescence approaches. We found an age-dependent increase in ceramide synthase 2 (CerS2) in cortical EVs, expressed by oligodendrocytes. In addition, we show that CerS2 is present in neurons via the uptake of oligodendrocyte-derived EVs. Finally, we show that age-associated inflammation and metabolic stress favour CerS2 expression and that oligodendrocyte-derived EVs loaded with CerS2 lead to the expression of the antiapoptotic factor Bcl2 in inflammatory conditions. Our study shows that intercellular communication is altered in the ageing brain, which favours neuronal survival through the transfer of oligodendrocyte-derived EVs containing CerS2."
Sphingolipid/Ceramide,tumor_metastasis,18,39,30193584,Lipidomic profiling of extracellular vesicles derived from prostate and prostate cancer cell lines.,2018 Sep 8,Lipids in health and disease,10.1186/s12944-018-0854-x,Journal Article,True,4,True,True,True,True,include_primary_high,"Extracellular vesicles (EVs) are produced and secreted from most cells of the body and can be recovered in biological fluids. Although there has been extensive characterisation of the protein and nucleic acid component of EVs, their lipidome has received little attention and may represent a unique and untapped source of biomarkers for prostate cancer diagnosis and prognosis. EVs were isolated from non-tumourigenic (RWPE1), tumourigenic (NB26) and metastatic (PC-3) prostate cell lines. Lipids were extracted and subsequently used for targeted lipidomics analysis for the quantitation of molecular lipid species. A total of 187 molecular lipid species were quantitatively identified in EV samples showing differential abundance between RWPE1, NB26 and PC-3 EV samples. Fatty acids, glycerolipids and prenol lipids were more highly abundant in EVs from non-tumourigenic cells, whereas sterol lipids, sphingolipids and glycerophospholipids were more highly abundant in EVs from tumourigenic or metastatic cells. This study identified differences in the molecular lipid species of prostate cell-derived EVs, increasing our understanding of the changes that occur to the EV lipidome during prostate cancer progression. These differences highlight the importance of characterising the EV lipidome, which may lead to improved diagnostic and prognostic biomarkers for prostate cancer."
Sphingolipid/Ceramide,tumor_metastasis,19,39,27035745,Exosome-shuttling microRNA-21 promotes cell migration and invasion-targeting PDCD4 in esophageal cancer.,2016 Jun,International journal of oncology,10.3892/ijo.2016.3453,Journal Article,True,4,True,True,True,True,include_primary_high,"Recent evidence indicates that exosomes can mediate certain microRNAs (miRNAs) involved in a series of biological functions in tumor occurrence and development. Our previous studies showed that microRNA-21 (miR-21) was abundant in both esophageal cancer cells and their corresponding exosomes. The present study explored the function of exosome-shuttling miR-21 involved in esophageal cancer progression. We found that exosomes could be internalized from the extracellular space to the cytoplasm. The exosome-derived Cy3-labeled miR-21 mimics could be transported into recipient cells in a neutral sphingomyelinase 2 (nSMase2)-dependent manner. miR-21 overexpression from donor cells significantly promoted the migration and invasion of recipient cells by targeting programmed cell death 4 (PDCD4) and activating its downstream c-Jun N-terminal kinase (JNK) signaling pathway after co-cultivation. Our population plasma sample analysis indicated that miR-21 was upregulated significantly in plasma from esophageal cancer patients and showed a significant risk association for esophageal cancer. Our data demonstrated that a close correlation existed between exosome-shuttling miR-21 and esophageal cancer recurrence and distant metastasis. Thus, exosome-shuttling miR-21 may become a potential biomarker for prognosis among esophageal cancer patients."
Sphingolipid/Ceramide,tumor_metastasis,20,39,40165954,Integrated multi-omics landscape of non-small cell lung cancer with distant metastasis.,2025,Frontiers in immunology,10.3389/fimmu.2025.1560724,Journal Article,True,4,True,True,True,True,include_primary_high,"Distant metastasis is one of the important factors affecting the prognosis of lung cancer patients. Extracellular vesicles (EVs) play an important role in the occurrence, development, and metastasis of cancer. However, it is currently unclear whether EVs in BALF are involved in distant tumor metastasis. we collected bronchoalveolar lavage fluid (BALF) from patients with metastatic and non-metastatic non-small cell lung cancer (NSCLC) to isolate exosomes, which were then characterized by nanoparticle tracking analysis (NTA) and transmission electron microscopy (TEM), followed by comprehensive metabolomic and proteomic analysis to ultimately construct a distant metastasis prediction model for non-small cell lung cancer. Our research has found that the BALF of NSCLC patients is rich in EVs, which have typical morphology and size. There are significant differences in protein expression and metabolite types between patients with distant metastasis and those without distant metastasis. Sphingolipid metabolism pathways may be a key factor influencing distant metastasis in NSCLC. Subsequently, we constructed a predictive model for distant metastasis in NSCLC based on differentially expressed proteins identified by proteomics. This model has been proven to have high predictive value. The multi-omic analysis generated in this study provided a global overview of the molecular changes, which may provide useful insight into the therapy and prognosis of NSCLC metastasis."
Sphingolipid/Ceramide,tumor_metastasis,21,39,35635292,Chick cranial neural crest cells release extracellular vesicles that are critical for their migration.,2022 Jun 15,Journal of cell science,10.1242/jcs.260272,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",True,4,True,True,True,True,include_primary_high,"The content and activity of extracellular vesicles purified from cell culture media or bodily fluids have been studied extensively; however, the physiological relevance of exosomes within normal biological systems is poorly characterized, particularly during development. Although exosomes released by invasive metastatic cells alter migration of neighboring cells in culture, it is unclear whether cancer cells misappropriate exosomes released by healthy differentiated cells or reactivate dormant developmental programs that include exosome cell-cell communication. Using chick cranial neural fold cultures, we show that migratory neural crest cells, a developmentally critical cell type and model for metastasis, release and deposit CD63-positive 30-100 nm particles into the extracellular environment. Neural crest cells contain ceramide-rich multivesicular bodies and produce larger vesicles positive for migrasome markers as well. We conclude that neural crest cells produce extracellular vesicles including exosomes and migrasomes. When Rab27a plasma membrane docking is inhibited, neural crest cells become less polarized and rounded, leading to a loss of directional migration and reduced speed. These results indicate that neural crest cell exosome release is critical for migration."
Sphingolipid/Ceramide,tumor_metastasis,22,39,25907253,Rapid and comprehensive 'shotgun' lipidome profiling of colorectal cancer cell derived exosomes.,2015 Oct 1,"Methods (San Diego, Calif.)",10.1016/j.ymeth.2015.04.014,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",True,4,True,True,True,True,include_primary_high,"There is an increasing recognition of the role that cancer cell derived exosomes play in intercellular signaling upon fusion or uptake with a target cell, including immune system evasion, tumor growth and metastasis. To date, however, although exosomal membrane and cargo lipids are expected to play a pivotal role in exosome biogenesis and secretion, as well as in fusion or uptake and target cell functional response, the detailed characterization of cancer cell derived exosome lipids across a range of different cancers has not yet been broadly explored. Here, a simple and straightforward lipidome analysis strategy consisting of optimized sample extraction and novel sample derivatization techniques, coupled with high-resolution 'shotgun' mass spectrometry and 'targeted' tandem mass spectrometry methods, is demonstrated for the rapid identification of >520 individual lipids in 36 lipid classes and sub classes from exosomes secreted by the colorectal cancer cell line, LIM1215. Relative quantification and comparison of exosome versus cellular lipid profiles reveals significant enrichment of certain lipid classes, as well as substantial lipid subclass remodeling and changes in abundance of individual lipids, including sphingolipids, sterol lipids, glycerolipids and glycerophospholipids, and particularly plasmalogen- and alkyl ether-containing glycerophospholipids. This analysis strategy therefore provides a platform for comprehensive lipidome profiling across a wide range of cancer cell or tissue derived exosomes, that will facilitate subsequent functional studies aimed at elucidating the role of specific cellular or exosome lipids in the onset and progression of colorectal cancer, or to identify specific lipid(s) that could serve as effective diagnostic or prognostic disease biomarkers."
Sphingolipid/Ceramide,tumor_metastasis,23,39,39512342,Immunomodulatory properties of extracellular vesicles isolated from bone marrow of patients with neuroblastoma: role of PD-L1 and HLA-G.,2024,Frontiers in immunology,10.3389/fimmu.2024.1469771,Journal Article,True,3,True,True,False,True,include_contextual,"Extracellular vesicles (EVs) can be released by any cell and are crucial for cell-to-cell communications. EVs have been characterized in patients with solid and hematological tumors, where they play an important role in tumor progression and metastasis. EVs may express different surface proteins derived from the parental cells, including immunomodulatory molecules, such as HLA-G and PDL1. We isolated EV from bone marrow (BM) samples of patients with Neuroblastoma (NB) and healthy controls and we analyzed the expression of CD56, GD2 and immune checkpoints on EV by flow cytometry. Next, we analyzed the function of T cells in vitro in the presence or absence of NB patients' BM-derived EV, in terms of proliferation and cytokine production. Finally, we analyzed the correlation between the expression of immune checkpoints on EV and the clinical outcome of patients. We found a higher expression of CD56 on EVs derived from BM of patients with NB than in those from healthy donors (HD). However, CD56 expression was not dependent on BM infiltration of NB cells. Moreover, the analysis of GD2 expression revealed that only a small fraction of EVs was released by infiltrating NB cells, whereas the majority may derive from BM-resident cells. BM-derived EVs from NB patients display a higher expression of HLA-G and PD-L1 than those derived from HD. Nonetheless, such EVs are able to modulate T cell immune responses. We measured a robust response, in vitro, towards a common bacterial antigen, including the release of GM-CSF and proinflammatory cytokines, like IFN-a and IL-6, from mononuclear cells. Some of these immunomodulatory features are dependent on the expression of HLA-G and PD-L1, whereas others may rely on other mechanism(s). Finally, a high expression of CD56, HLA-G and PD-L1 on BM-derived EVs may represent a good prognostic factor. We described the presence of HLA-G and PDL1-bearing EVs in the BM of NB patients, which may represent a mechanism performed by resident BM cells to counteract the inflammation occurring in the BM microenvironment of NB patients."
Sphingolipid/Ceramide,tumor_metastasis,24,39,33727246,Neutral Sphingomyelinase 2 Heightens Anti-Melanoma Immune Responses and Anti-PD-1 Therapy Efficacy.,2021 May,Cancer immunology research,10.1158/2326-6066.CIR-20-0342,"Journal Article; Research Support, Non-U.S. Gov't",True,3,False,True,True,True,include_primary_high,"Dysregulation of lipid metabolism affects the behavior of cancer cells, but how this happens is not completely understood. Neutral sphingomyelinase 2 (nSMase2), encoded by"
Sphingolipid/Ceramide,tumor_metastasis,25,39,37628895,Platelet-Derived Extracellular Vesicles as Lipid Carriers in Severe Allergic Inflammation.,2023 Aug 12,International journal of molecular sciences,10.3390/ijms241612714,Journal Article,True,2,True,False,False,True,exclude_low_relevance,"The resolution of inflammation is a complex process that is critical for removing inflammatory cells and restoring tissue function. The dysregulation of these mechanisms leads to chronic inflammatory disorders. Platelets, essential cells for preserving homeostasis, are thought to play a role in inflammation as they are a source of immunomodulatory factors. Our aim was to identify key metabolites carried by platelet-derived extracellular vesicles (PL-EVs) in a model of allergic inflammation. PL-EVs were isolated by serial ultracentrifugation using platelet-rich plasma samples obtained from platelet apheresis from severely ("
Sphingolipid/Ceramide,tumor_metastasis,26,39,41237329,Lipidomic Profiling of Metastatic Lung Cancer-Derived Exosomes Unveiling Ceramides as Potential Biomarkers by Supramolecular Probe Enrichment and Mass Spectrometry Analysis.,2025 Nov 25,Analytical chemistry,10.1021/acs.analchem.5c02746,Journal Article,True,4,True,True,True,True,include_primary_high,"Tumor-derived exosomes play a crucial role in intercellular communication, significantly influencing cancer metastatic progression. Nonsmall cell lung cancer (NSCLC), the primary cause of cancer-related mortality in solid tumors worldwide, is particularly notorious for its poor prognosis due to distant metastases, especially to the brain and bone. These metastases considerably reduce patient survival and contribute to therapeutic resistance. In this study, we utilized amphiphilic dendrimer-supramolecular-probe-modified nitrocellulose membranes to efficiently enrich exosomes harvested from bone-metastatic, brain-metastatic, and nonmetastatic lung cancer cells. Subsequent comprehensive lipidomic profiling was performed to identify distinct lipid species encapsulated within these exosomes. Two specific ceramide species, Cer d18:1/22:0 and Cer d18:1/24:0, were pinpointed as key lipids associated with the NSCLC metastatic potential. Functional assays demonstrated that exosomes derived from metastatic cells markedly enhanced the migratory capacity of the recipient lung cancer cells. However, the exogenous supplementation of these ceramides could effectively counteract such pro-migratory effects. These findings provide valuable insights into the role of exosome-mediated sphingolipid metabolism in NSCLC metastasis, validate the two ceramides as potential biomarkers, and establish a proof-of-concept strategy for targeting exosomal lipid reprogramming within the metastatic cascade."
Sphingolipid/Ceramide,tumor_metastasis,27,39,36142562,Ceramide Metabolism Regulated by Sphingomyelin Synthase 2 Is Associated with Acquisition of Chemoresistance via Exosomes in Human Leukemia Cells.,2022 Sep 13,International journal of molecular sciences,10.3390/ijms231810648,Journal Article,True,4,True,True,True,True,include_primary_high,"Ceramide levels controlled by the sphingomyelin (SM) cycle have essential roles in cancer cell fate through the regulation of cell proliferation, death, metastasis, and drug resistance. Recent studies suggest that exosomes confer cancer malignancy. However, the relationship between ceramide metabolism and exosome-mediated cancer malignancy is unclear. In this study, we elucidated the role of ceramide metabolism via the SM cycle in exosomes and drug resistance in human leukemia HL-60 and adriamycin-resistant HL-60/ADR cells. HL-60/ADR cells showed significantly increased exosome production and release compared with parental chemosensitive HL-60 cells. In HL-60/ADR cells, increased SM synthase (SMS) activity reduced ceramide levels, although released exosomes exhibited a high ceramide ratio in both HL-60- and HL-60/ADR-derived exosomes. Overexpression of SMS2 but not SMS1 suppressed intracellular ceramide levels and accelerated exosome production and release in HL-60 cells. Notably, HL-60/ADR exosomes conferred cell proliferation and doxorubicin resistance properties to HL-60 cells. Finally, microRNA analysis in HL-60 and HL-60/ADR cells and exosomes showed that"
Sphingolipid/Ceramide,tumor_metastasis,28,39,30222969,Pancreatic ductal adenocarcinoma cell secreted extracellular vesicles containing ceramide-1-phosphate promote pancreatic cancer stem cell motility.,2018 Oct,Biochemical pharmacology,10.1016/j.bcp.2018.09.017,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",True,4,True,True,True,True,include_primary_high,"The high mortality rate associated with pancreatic ductal adenocarcinoma (PDAC) is in part due to lack of effective therapy for this highly chemoresistant tumor. Cancer stem cells, a subset of cancer cells responsible for tumor initiation and metastasis, are not targeted by conventional cytotoxic agents, which renders the identification of factors that facilitate cancer stem cell activation useful in defining targetable mechanisms. We determined that bioactive sphingolipid induced migration of pancreatic cancer stem cells (PCSC) and signaling was specific to ceramide-1-phosphate (C1P). Furthermore, PDAC cells were identified as a rich source of C1P. Importantly, PDAC cells express the C1P converting enzyme ceramide kinase (CerK), secrete C1P-containing extracellular vesicles that mediate PCSC migration, and when co-injected with PCSC reduce animal survival in a PDAC peritoneal dissemination model. Our findings suggest that PDAC secrete C1P-containing extracellular vesicles as a means of recruiting PCSC to sustain tumor growth therefore making C1P release a mechanism that could facilitate tumor progression."
Sphingolipid/Ceramide,tumor_metastasis,29,39,39948040,Quantitative proteomics identifies possible flow of metastatic cues between progressive stages of colorectal cancer via transfer of ceramide-dependent exosomal cargoes.,2025 Sep,The FEBS journal,10.1111/febs.17410,Journal Article,True,4,True,True,True,True,include_primary_high,"Cancer metastasis is largely influenced by cell-cell communication, to which exosomes play a vital role. Exosomes are small extracellular vesicles (sEVs) that originate as intraluminal vesicles (ILVs) within multivesicular bodies (MVBs) during endosome maturation. ILV formation depends on several pathways, including that of ceramide synthesis by neutral sphingomyelinase 2 [nSMase2]. Colorectal cancer (CRC)-derived sEVs are reported to carry a diverse range of metastatic cargo proteins; however, segregation of them in the ceramide-dependent sEV pool (sEV"
Sphingolipid/Ceramide,tumor_metastasis,30,39,39812915,Role of Acorus calamus extract in reducing exosome secretion by targeting Rab27a and nSMase2: a therapeutic approach for breast cancer.,2025 Jan 15,Molecular biology reports,10.1007/s11033-024-10203-6,Journal Article,True,4,True,True,True,True,include_primary_high,"Exosomes are extracellular vesicles released by cells that mediate intercellular communication and actively participate in cancer progression, metastasis, and regulation of immune response within the tumour microenvironment. Inhibiting exosome release from cancer cells could be employed as a therapeutic against cancer. In the present study, we have studied the effects of Acorus calamus in inhibiting exosome secretion via targetting Rab27a and neutral sphingomyelinase 2 (nSMase2) in HER2-positive (MDA-MB-453), hormone receptor-positive (MCF-7) and triple-negative breast cancer (MDA-MB-231) cells. We observed that treatment with A. calamus significantly downregulated the expression of Rab27a and nSMase2 in all tested cells. NTA analysis showed that inhibition of Rab27a and nSMase2 reduced exosome secretion from breast cancer cells. We conducted metabolic profiling of A. calamus extract to reveal the phytochemicals present and docked them on Rab27a and nSMase2 to decipher the compounds responsible for protein inhibition. Molecular dynamic simulations were conducted on lead compounds, and we observed that calcitriol lactone showed the most stable binding interactions with nSMase2. Treatment of breast cancer cells with calcitriol lactone significantly downregulated nSMase2 expression. Our study demonstrates that A. calamus significantly inhibits exosome secretion in HER2-positive, hormone receptor-positive, and triple-negative breast cancer cells by targeting key regulatory proteins Rab27a and neutral sphingomyelinase 2 (nSMase2). These findings suggest that A. calamus holds therapeutic potential in inhibiting exosome-mediated cancer progression by targeting the exosome secretion pathway. Further investigations are warranted to explore the clinical applications of these findings in breast cancer treatment."
Sphingolipid/Ceramide,tumor_metastasis,31,39,35984620,"α2,6-Sialylation promotes hepatocellular carcinoma cells migration and invasion via enhancement of nSmase2-mediated exosomal miRNA sorting.",2023 Feb,Journal of physiology and biochemistry,10.1007/s13105-022-00917-1,Journal Article,True,4,True,True,True,True,include_primary_high,"Exosomes have a critical role in the intercellular communication and metastatic progression of hepatocellular carcinoma (HCC). Recently, our group showed that α2, 6-sialylation played an important role in the proliferation- and migration-promoting effects of cancer-derived exosomes. However, the molecular basis remains elusive. In this study, the mechanism of α2, 6-sialylation-mediated specific microRNAs (miRNA) sorting into exosomes was illustrated. We performed miRNA profiling analysis to compare exosomes from HCC cell lines that differ only in α2, 6-sialylation status. A total of 388 differentially distributed miRNAs were identified in wild-type and β-galactoside α2, 6-sialyltransferase I (ST6Gal-I) knockdown MHCC-97H cells-derived exosomes. Neutral sphingomyelinase-2 (nSmase2), an important regulator mediating the sorting of exosomal miRNAs, was found to be a target of ST6Gal-I. The reduction of α2, 6-sialylation could impair the activity of nSmase2, as well as the nSmase2-dependent exosomal miRNAs sorting. This α2,6-sialylation-dependent sorting exerted an augmentation of motility on recipient HCC cells. Our data further demonstrated that α2,6-sialylation-mediated sorting of exosomal miR-100-5p promoted the migration and invasion of recipient HepG2 cells via the PI3K/AKT signaling pathway. The cellular metastasis-related gene CLDN11 was confirmed as a direct target of exosomal miR-100-5p, which elevated the mobility of recipient HCC cells. In conclusion, our results showed that α2,6-sialylation modulates nSmase2-dependent exosomal miRNAs sorting and promotes HCC progression."
